"","zcta","zipp","City","County","Operational.Costs","Admin.Costs","Food.Costs","SFSP.Kitchens","Meals.Served","Media","Activity","Site.Density","Benefits","Poverty","Grocery","Convenience.Store","Public.Transport","Total.Meals","Total.ADP","Findings","Year.Round"
"2226",79241,79241,"Lockney","Floyd","Med","Med","Med","No","Lunch","Low","None","Low","No","Med","No","Low",NA,"Low",0,NA,NA
"2228",79244,79244,"Matador","Motley","Low",NA,NA,"No","No Meals","Low","None","None","Yes","Low","No","Low",NA,NA,0,NA,NA
"2229",79245,79245,"Memphis","Hall","Low","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","No","Low",NA,"High",0,1,NA
"2232",79248,79248,"Paducah","Cottle","Low",NA,NA,"No","No Meals","Low","None","None","No","Med","No","Low",NA,NA,0,NA,NA
"2233",79250,79250,"Petersburg","Hale","Low","Low","Med","No","Lunch","High","None","Low","No","Med","No","Low","No","High",0,1,NA
"2235",79252,79252,"Quanah","Hardeman","Low",NA,NA,"No","No Meals","Low","None","None","Yes","Med","No","Low","No",NA,0,NA,NA
"2238",79257,79257,"Silverton","Briscoe","Low",NA,NA,"No","No Meals","Low","None","None","No","Med","No","Low",NA,NA,0,NA,NA
"2241",79261,79261,"Turkey","Hall","Low","Low","Med","No","Lunch","High","None","Low","No","Med","No","Low","No","Med",0,1,NA
"2242",79311,79311,"Abernathy","Hale","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","No","Low",NA,"Low",0,NA,1
"2243",79312,79312,"Amherst","Lamb","Low","Med","Med","No","No Meals","Low","None","None","No","Med","No","Low",NA,"Low",0,NA,NA
"2244",79313,79313,"Anton","Hockley","Low",NA,NA,"No","Lunch Plus","Low","None","Low","No","Med","No","None",NA,NA,0,NA,1
"2246",79316,79316,"Brownfield","Terry","Med","Med","Low","Yes","Lunch Plus","Low","None","Low","No","Low","No","High",NA,"High",0,1,2
"2247",79322,79322,"Crosbyton","Crosby","Low","Med","High","No","Lunch","High","High","Low","No","Med","No","Low","No","High",0,1,NA
"2250",79325,79325,"Farwell","Parmer","Low","Low","Med","No","Lunch","Low","None","Low","No","Med","No","Low",NA,"Low",0,NA,NA
"2254",79331,79331,"Lamesa","Dawson","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","No","High","No","High",0,NA,NA
"2256",79336,79336,"Levelland","Hockley","Low",NA,NA,"No","Lunch Plus","High","None","Low","No","Med","No","High",NA,NA,0,NA,NA
"2257",79339,79339,"Littlefield","Lamb","Low","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","No","High",NA,"High",0,NA,NA
"2258",79342,79342,"Loop","Gaines","Low","Med","Med","No","No Meals","Low","None","None",NA,"Med","No","None",NA,"Low",0,NA,NA
"2259",79343,79343,"Lorenzo","Crosby","Low","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","No","Low",NA,"Low",0,NA,1
"2261",79345,79345,"Meadow","Terry","Low","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","No","None",NA,"High",0,NA,NA
"2262",79346,79346,"Morton","Cochran","Low","Low","Low","No","Lunch Plus","Low","None","Low","Yes","Med","No","Low","No","High",0,NA,NA
"2263",79347,79347,"Muleshoe","Bailey","Med",NA,"High","Yes","Lunch Plus","High","None","Low","Yes","Med","No","High",NA,"High",0,NA,NA
"2264",79350,79350,"New Deal","Lubbock","Med","Med","Med","No","Lunch Plus","Low","None","Low",NA,"Low","No","Low",NA,"Low",0,NA,1
"2265",79351,79351,"Odonnell","Lynn","Low","Low","Med","No","No Meals","Low","None","None","No","Med","No","Low","No","High",0,1,NA
"2266",79353,79353,"Pep","Hockley","Low",NA,NA,"No","No Meals","Low","None","None",NA,NA,"No","None",NA,NA,0,NA,NA
"2267",79355,79355,"Plains","Yoakum","Med","Low","Med","No","No Meals","Low","None","None","No","Med","No","Low",NA,"Low",0,NA,NA
"2268",79356,79356,"Post","Garza","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","No","High",NA,"High",0,1,NA
"2269",79357,79357,"Ralls","Crosby","Med","Low","Med","No","Lunch","High","Low","Low","Yes","Med","No","Low",NA,"High",0,NA,NA
"2271",79359,79359,"Seagraves","Gaines","Low","Med","Med","No","Lunch Plus","High","Low","Low","No","Med","No","Low",NA,"High",0,NA,NA
"2272",79360,79360,"Seminole","Gaines","Low","Med","Med","No","Lunch","Low","Low","Low","No","Low","No","High",NA,"High",0,NA,NA
"2274",79364,79364,"Slaton","Lubbock","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","No","High",NA,"Low",0,NA,1
"2276",79367,79367,"Smyer","Hockley","Low",NA,NA,"No","Lunch Plus","Low","None","Low","Yes","Med","No","None","No",NA,0,NA,1
"2279",79371,79371,"Sudan","Lamb","Low","Low","Low","Yes","Lunch","Low","None","Low","No","Med","No","Low",NA,"Med",0,NA,NA
"2281",79373,79373,"Tahoka","Lynn","Low","Low","Med","No","Lunch Plus","Low","None","Low","No","Med","No","Low",NA,"Low",0,NA,1
"2284",79378,79378,"Wellman","Terry","Low","Med","Med","No","No Meals","Low","None","None","No","Med","No","None",NA,"Low",0,NA,NA
"2285",79379,79379,"Whiteface","Cochran","Low","Med","High","No","No Meals","High","None","None","No","Med","No","None","No","Med",0,1,NA
"2287",79381,79381,"Wilson","Lynn","Low","Low","Med","No","Lunch Plus","Low","None","Low","No","Med","No","None",NA,"Low",0,NA,1
"2292",79401,79401,"Lubbock","Lubbock","Med","Med","Med","Yes","Lunch","Low","None","Low","Yes","High","No","High","No","Low",0,NA,1
"2294",79403,79403,"Lubbock","Lubbock","Low","Low","Med","No","Lunch Plus","Low","None","Low","No","Med","No","High","No","High",0,1,7
"2295",79404,79404,"Lubbock","Lubbock","High","Med","Med","Yes","Lunch Plus","High","High","High","No","Med","No","High","No",NA,0,NA,4
"2298",79407,79407,"Lubbock","Lubbock","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","Yes","High","No","Low",0,NA,NA
"2300",79410,79410,"Lubbock","Lubbock","Med","Med","Med","No","Lunch","Low","None","Low","Yes","High","No","High",NA,"Low",0,NA,1
"2301",79411,79411,"Lubbock","Lubbock","Med","Med","Med","No","Lunch Plus","Low","None","Low","Yes","High","No","Low","No","Low",0,NA,1
"2303",79412,79412,"Lubbock","Lubbock","Med","Med","Med","No","Lunch Plus","Low","None","High","No","Med","No","High","No","Low",0,NA,1
"2305",79413,79413,"Lubbock","Lubbock","Med","Med","Low","No","Lunch Plus","Low","None","Low","No","Med","No","High","No",NA,0,NA,5
"2307",79414,79414,"Lubbock","Lubbock","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","No","High","No","Low",0,NA,1
"2308",79415,79415,"Lubbock","Lubbock","Med","Med","Med","No","Lunch Plus","Low","None","High","Yes","Med","Yes","High","No","Low",0,NA,3
"2311",79416,79416,"Lubbock","Lubbock","Med","Med","Med","No","Lunch Plus","Low","None","Low","Yes","Med","No","High","No","Low",0,NA,NA
"2316",79501,79501,"Anson","Jones","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","Low","No","High",NA,"High",0,1,NA
"2317",79502,79502,"Aspermont","Stonewall","Low",NA,NA,"No","Lunch","Low","None","Low","No","Med","No","Low",NA,NA,0,1,NA
"2318",79503,79503,"Avoca","Jones","Low","Low","Med","No","No Meals","Low","None","None","No","High","No","None",NA,"Low",0,NA,NA
"2319",79504,79504,"Baird","Callahan","Low",NA,NA,"No","Lunch Plus","High","None","Low","No","Med","No","Low",NA,NA,0,NA,NA
"2320",79505,79505,"Benjamin","Knox","Low","Med","Med","No","No Meals","Low","None","None","No","High","No","None",NA,"Low",0,NA,NA
"2323",79510,79510,"Clyde","Callahan","Low",NA,NA,"No","No Meals","Low","None","None","No","Med","No","High","No",NA,0,NA,NA
"2325",79512,79512,"Colorado City","Mitchell","Low",NA,NA,"No","Lunch Plus","High","None","Low","No","Med","No","High","No",NA,0,NA,NA
"2329",79520,79520,"Hamlin","Jones","Low","Low","Med","No","Lunch Plus","Low","None","Low","No","Med","No","Low",NA,"Med",0,1,NA
"2330",79521,79521,"Haskell","Haskell","Low","Med","Med","No","Lunch","Low","None","Low","No","Med","No","Low",NA,"High",0,1,NA
"2335",79528,79528,"Jayton","Kent","Low",NA,NA,"No","No Meals","Low","None","None","No","Low","No","Low",NA,NA,0,NA,NA
"2336",79529,79529,"Knox City","Knox","Low","Low","Med","Yes","Lunch Plus","High","Low","Low","No","Med","No","Low",NA,"High",0,1,NA
"2338",79532,79532,"Loraine","Mitchell","Low",NA,NA,"No","No Meals","Low","None","None","No","High","No","None","No",NA,0,NA,NA
"2339",79533,79533,"Lueders","Jones","Low","Low","Med","No","No Meals","Low","None","None","Yes","Med","No","None",NA,"Low",0,NA,NA
"2342",79536,79536,"Merkel","Taylor","High","Med","Med","No","No Meals","High","None","None","No","Med","No","Low",NA,"Low",0,NA,NA
"2345",79539,79539,"O Brien","Haskell","Low","Med","Med","No","No Meals","Low","None","None","Yes","High","No","None",NA,"Low",0,NA,NA
"2348",79543,79543,"Roby","Fisher","Low",NA,NA,"No","No Meals","Low","None","None","No","Med","No","Low",NA,NA,0,NA,NA
"2351",79546,79546,"Rotan","Fisher","Low",NA,NA,"No","No Meals","Low","None","None","No","Low","No","Low",NA,NA,0,NA,NA
"2352",79547,79547,"Rule","Haskell","Low","Med","Med","No","No Meals","Low","None","None","No","Low","No","Low",NA,"Low",0,NA,NA
"2354",79549,79549,"Snyder","Scurry","Low",NA,NA,"No","Lunch Plus","High","None","Low","No","Med","No","High","No",NA,0,NA,NA
"2356",79553,79553,"Stamford","Jones","Low","Low","Med","No","No Meals","High","None","None","No","Low","No","Low",NA,"Low",0,NA,NA
"2357",79556,79556,"Sweetwater","Nolan","Low",NA,NA,"No","No Meals","Low","None","None","No","Med","Yes","High","No",NA,0,NA,NA
"2364",79567,79567,"Winters","Runnels","Low","Low","Med","Yes","Lunch Plus","Low","None","Low","No","Med","No","High",NA,"High",0,NA,NA
"2365",79601,79601,"Abilene","Taylor","High","Med","Med","No","Lunch Plus","High","High","Low","Yes","Med","No","High","No",NA,0,NA,NA
"2368",79602,79602,"Abilene","Taylor","High","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","No","High","No","Low",0,NA,NA
"2369",79603,79603,"Abilene","Taylor","High","Med","Med","Yes","Lunch Plus","Low","None","High","No","Med","No","High","No","Low",0,NA,NA
"2370",79605,79605,"Abilene","Taylor","High","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","No","High","No","Low",0,NA,NA
"2376",79701,79701,"Midland","Midland","High","Med","Med","Yes","Lunch Plus","Low","None","High","No","Med","Yes","High","No",NA,0,NA,NA
"2379",79703,79703,"Midland","Midland","High","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","No","High","No","Low",0,NA,NA
"2387",79713,79713,"Ackerly","Martin","Low",NA,NA,"No","No Meals","Low","None","None",NA,NA,"No","None","No",NA,0,NA,NA
"2389",79718,79718,"Balmorhea","Reeves","Low","Low","Med","No","Lunch","Low","None","Low","Yes","Low","No","Low",NA,"High",0,NA,NA
"2392",79720,79720,"Big Spring","Howard","Low",NA,NA,"No","Lunch Plus","High","High","Low","No","Med","No","High","No",NA,0,NA,NA
"2393",79720,79721,"Big Spring","Howard","Low",NA,NA,"No","Lunch Plus","Low","None","Low","No","Med","No","None","No",NA,0,NA,NA
"2397",79734,79734,"Fort Davis","Jeff Davis","Low",NA,NA,"No","No Meals","Low","None","None","No","High","No","Low",NA,NA,0,NA,NA
"2398",79735,79735,"Fort Stockton","Pecos","Low",NA,NA,"No","Lunch Plus","Low","None","Low","No","Med","Yes","High","No",NA,0,NA,NA
"2402",79742,79742,"Grandfalls","Ward","Low","Med","High","No","No Meals","Low","None","None","No","Med","No","Low",NA,"Low",0,NA,NA
"2404",79743,79743,"Imperial","Pecos","Low",NA,NA,"No","No Meals","Low","None","None","Yes","High","No","None",NA,NA,0,NA,NA
"2406",79745,79745,"Kermit","Winkler","Low","Low","Med","No","Lunch Plus","Low","None","Low","No","Med","No","High",NA,"High",0,NA,NA
"2409",79752,79752,"Mc Camey","Upton","Low","Med","Med","No","Lunch","Low","None","Low","No","Low","Yes","Low",NA,"High",0,1,NA
"2412",79756,79756,"Monahans","Ward","Low","Med","High","No","Lunch Plus","High","None","Low","No","Med","No","High","No","High",0,1,NA
"2416",79761,79760,"Odessa","Ector","Med","Med","Med","No","No Meals","High","High","None","No","Med","No","None","No",NA,0,NA,NA
"2421",79763,79763,"Odessa","Ector","High","High","High","Yes","Lunch Plus","Low","None","High","No","Med","No","High","No",NA,0,NA,1
"2422",79764,79764,"Odessa","Ector","High","High","Med","Yes","Lunch Plus","Low","None","Low","No","Med","No","High","No","Low",0,NA,NA
"2426",79772,79772,"Pecos","Reeves","Med","Med","Med","Yes","Lunch Plus","Low","None","Low","No","Med","No","High",NA,NA,0,NA,NA
"2430",79781,79781,"Sheffield","Pecos","Low",NA,NA,"No","No Meals","Low","None","None",NA,"Med","No","None",NA,NA,0,NA,NA
"2436",79821,79821,"Anthony","El Paso","High","High","Med","Yes","Lunch Plus","Low","None","High","No","Med","Yes","High","No",NA,0,NA,NA
"2437",79830,79830,"Alpine","Brewster","Low",NA,NA,"No","Lunch","Low","None","Low","No","Low","No","High","No",NA,0,NA,NA
"2441",79835,79835,"Canutillo","El Paso","Med","Med","Med","Yes","Lunch Plus","Low","None","High","No","Med","No","High","No","Low",0,NA,NA
"2442",79836,79836,"Clint","El Paso","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","No","Low","No","Low",0,NA,3
"2443",79837,79837,"Dell City","Hudspeth","Med","Med","Med","No","No Meals","Low","None","None","No","High","No","Low","No","Low",0,NA,NA
"2444",79838,79838,"Fabens","El Paso","Med","Med","Med","No","Lunch Plus","Low","None","Low","Yes","Low","No","High",NA,"High",0,NA,NA
"2445",79839,79839,"Fort Hancock","Hudspeth","Med","Med","Med","No","Lunch Plus","Low","None","Low","Yes","Med","No","Low",NA,"High",0,1,NA
"2446",79842,79842,"Marathon","Brewster","Low",NA,NA,"No","No Meals","Low","None","None","No","Med","No","Low",NA,NA,0,NA,NA
"2447",79843,79843,"Marfa","Presidio","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","High","No","Low",NA,"Low",0,NA,NA
"2448",79845,79845,"Presidio","Presidio","Med","Med","Med","No","Lunch","Low","None","Low","No","Low","No","Low","No","High",0,1,NA
"2452",79849,79849,"San Elizario","El Paso","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","Low","No","High",NA,NA,0,NA,6
"2453",79851,79851,"Sierra Blanca","Hudspeth","Med","Med","Med","No","No Meals","Low","None","None","No","Med","No","Low",NA,"Low",0,NA,NA
"2454",79852,79852,"Terlingua","Brewster","Low",NA,NA,"No","No Meals","Low","None","None","No","High","No","Low",NA,NA,0,NA,NA
"2455",79853,79853,"Tornillo","El Paso","Med","Low","Med","No","Lunch Plus","Low","None","Low","No","Low","No","Low",NA,"High",0,NA,NA
"2456",79854,79854,"Valentine","Presidio","Med","Med","Med","No","No Meals","Low","None","None",NA,"High","No","None",NA,"Low",0,NA,NA
"2457",79855,79855,"Van Horn","Culberson","Med","Med","Med","No","Lunch Plus","Low","None","Low","Yes","Low","No","Low","No","High",0,NA,NA
"2458",79901,79901,"El Paso","El Paso","Med","Med","Med","No","Lunch Plus","Low","None","High","Yes","Med","No","High","Yes",NA,0,NA,6
"2479",79902,79902,"El Paso","El Paso","Med","Med","Med","No","Lunch Plus","Low","None","High","No","Med","No","High","No","Low",0,NA,NA
"2481",79903,79903,"El Paso","El Paso","High","High","Med","Yes","Lunch Plus","Low","None","Low","Yes","Med","Yes","High","No",NA,0,5,4
"2482",79904,79904,"El Paso","El Paso","Med","Med","Med","No","Lunch Plus","Low","None","High","No","Med","Yes","High","No","Low",0,NA,7
"2483",79905,79905,"El Paso","El Paso","Low","Low","Med","Yes","Lunch Plus","Low","None","High","Yes","Med","No","High","No","High",0,1,5
"2515",79906,79906,"El Paso","El Paso","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","Low","No","Low","No","Low",0,NA,NA
"2518",79907,79907,"El Paso","El Paso","Med","Med","Med","Yes","Lunch Plus","Low","None","High","No","Med","Yes","High","No",NA,0,2,NA
"2521",79908,79908,"El Paso","El Paso","Med","Med","Med","No","Lunch Plus","Low","None","Low",NA,"Med","No","None","No","Low",0,NA,NA
"2523",79912,79912,"El Paso","El Paso","Med","Med","Med","No","Lunch Plus","Low","None","High","No","Med","Yes","High","No","Low",0,NA,NA
"2526",79915,79915,"El Paso","El Paso","Med","Med","Med","No","Lunch Plus","Low","None","High","No","Med","Yes","High","No","Low",0,NA,1
"2530",79924,79924,"El Paso","El Paso","Med","Med","Med","Yes","Lunch Plus","Low","None","High","No","Med","Yes","High","No","Low",0,NA,4
"2545",79925,79925,"El Paso","El Paso","High","High","Med","Yes","Lunch Plus","Low","None","High","No","Med","Yes","High","No",NA,0,6,2
"2584",79927,79927,"El Paso","El Paso",NA,"Low","Low","Yes","Lunch","Low","None","High","Yes","Med","Yes","High","No","High",0,NA,NA
"2586",79928,79928,"El Paso","El Paso","Med","Med","Med","No","Lunch Plus","Low","None","High","No","Low","Yes","High","No","Low",0,NA,4
"2589",79930,79930,"El Paso","El Paso","Med","Med","Med","Yes","Lunch Plus","Low","None","High","No","Med","No","High","No","High",0,NA,2
"2590",79932,79932,"El Paso","El Paso","Med","Med","Med","No","Lunch Plus","Low","None","High","No","Med","Yes","High","No",NA,0,NA,NA
"2591",79934,79934,"El Paso","El Paso","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","No","Low","No","Low",0,NA,NA
"2592",79935,79935,"El Paso","El Paso","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","No","High","No","Low",0,NA,1
"2593",79936,79936,"El Paso","El Paso","Med","Med","Med","Yes","Lunch Plus","Low","None","High","No","Med","Yes","High","No","Low",0,NA,1
"2596",79938,79938,"El Paso","El Paso","Med","Med","Med","No","Lunch Plus","Low","None","High","No","Low","Yes","High","No","Low",0,NA,4
"2601",0,73949,"0","0","Low",NA,"High","No","No Meals","Low","None","None",NA,NA,"No","None",NA,NA,0,NA,NA
"2609",0,79047,"0","0","Low",NA,"High","No","No Meals","Low","None","None",NA,NA,"No","None",NA,NA,0,NA,NA
"2620",0,76303,"0","0","Low",NA,"High","No","Lunch Plus","Low","None","Low",NA,NA,"No","None",NA,NA,0,NA,NA
"2630",0,75872,"0","0","Low",NA,"High","No","No Meals","Low","None","None",NA,NA,"No","None",NA,NA,0,NA,NA
"2645",0,78446,"0","0","Low",NA,"High","No","No Meals","Low","None","None",NA,NA,"No","None",NA,NA,0,NA,NA
